DATE,SITE,TREATMENT,SIZE,SCIENTIFIC_NAME,COMMON_NAME
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,3.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
10/10/08,NAPL,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
10/22/08,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
10/22/08,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
